ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1_EN,ADM3ALT2_EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,AREA_SQKM
Sangkae Satob,KH050404,,,,Aoral,KH0504,Kampong Speu,KH05,Cambodia,KH,217.2601471
Sangkhoar,KH200607,,,,Svay Rieng,KH2006,Svay Rieng,KH20,Cambodia,KH,29.79694557
Sangvaeuy,KH170411,,,,Chi Kraeng,KH1704,Siemreap,KH17,Cambodia,KH,87.50115204
Sanlung,KH080313,,,,Khsach Kandal,KH0803,Kandal,KH08,Cambodia,KH,26.3377018
Sanlung,KH211010,,,,Treang,KH2110,Takeo,KH21,Cambodia,KH,35.55484772
Santepheap,KH021004,,,,Sampov Lun,KH0210,Battambang,KH02,Cambodia,KH,61.27350998
Santepheap,KH190303,,,,Siem Pang,KH1903,Stung Treng,KH19,Cambodia,KH,1961.876465
Santreae,KH150406,,,,Phnum Kravanh,KH1504,Pursat,KH15,Cambodia,KH,667.8718262
Saob,KH100307,,,,Prek Prasab,KH1003,Kratie,KH10,Cambodia,KH,269.8547363
Saom,KH210411,,,,Kiri Vong,KH2104,Takeo,KH21,Cambodia,KH,59.02103806
Saom Thum,KH160706,,,,Ou Ya Dav,KH1607,Ratanak Kiri,KH16,Cambodia,KH,103.3387375
Sarikakaev,KH080613,,,,Lvea Aem,KH0806,Kandal,KH08,Cambodia,KH,19.65517426
Sarongk,KH010802,,,,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,46.82313919
Sasar Sdam,KH170701,,,,Puok,KH1707,Siemreap,KH17,Cambodia,KH,55.39693832
Satv Pong,KH070312,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,17.30138206
Sdach Kong Khang Cheung,KH070206,,,,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,22.15555573
Sdach Kong Khang Lech,KH070207,,,,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,24.44870186
Sdach Kong Khang Tboung,KH070208,,,,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,26.59556007
Sdaeung Chey,KH030307,,,,Cheung Prey,KH0303,Kampong Cham,KH03,Cambodia,KH,58.9007225
Sdau,KH020701,,,,Rotonak Mondol,KH0207,Battambang,KH02,Cambodia,KH,55.57209396
Sdau,KH030710,,,,Kang Meas,KH0307,Kampong Cham,KH03,Cambodia,KH,14.77414799
Sdau,KH130604,,,,Sangkum Thmei,KH1306,Preah Vihear,KH13,Cambodia,KH,385.1300049
Sdau,KH190105,,,,Sesan,KH1901,Stung Treng,KH19,Cambodia,KH,304.5672913
Sdau Kaong,KH140106,,,,Ba Phnum,KH1401,Prey Veng,KH14,Cambodia,KH,45.56208801
Sdok,KH050309,,,,Kong Pisei,KH0503,Kampong Speu,KH05,Cambodia,KH,26.88062859
Sdok Pravoek,KH021404,,,,Rukh Kiri,KH0214,Battambang,KH02,Cambodia,KH,118.2765198
Seang Khveang,KH140205,,,,Kamchay Mear,KH1402,Prey Veng,KH14,Cambodia,KH,40.24075317
Seda,KH160506,,,,Lumphat,KH1605,Ratanak Kiri,KH16,Cambodia,KH,448.6627808
Seda,KH250105,,,,Dambae,KH2501,Tboung Khmum,KH25,Cambodia,KH,192.6975861
Sedthei,KH040705,,,,Sameakki Mean Chey,KH0407,Kampong Chhnang,KH04,Cambodia,KH,50.43874359
Sekong,KH190302,,,,Siem Pang,KH1903,Stung Treng,KH19,Cambodia,KH,773.6566162
Sena Reach Otdam,KH140911,,,,Preah Sdach,KH1409,Prey Veng,KH14,Cambodia,KH,49.24918365
Serei Mean Chey,KH021005,,,,Sampov Lun,KH0210,Battambang,KH02,Cambodia,KH,64.01867676
Serei Mongkol,KH160401,,,,Koun Mom,KH1604,Ratanak Kiri,KH16,Cambodia,KH,545.7905273
Sesan,KH160705,,,,Ou Ya Dav,KH1607,Ratanak Kiri,KH16,Cambodia,KH,43.67153931
Setbou,KH081011,,,,S'ang,KH0810,Kandal,KH08,Cambodia,KH,17.0573082
Siem Bouk,KH190206,,,,Siem Bouk,KH1902,Stung Treng,KH19,Cambodia,KH,1039.022827
Siem Reab,KH080122,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,4.69245863
Siem Reab,KH171009,,,,Siem Reap,KH1710,Siemreap,KH17,Cambodia,KH,26.58372879
Sithor,KH080314,,,,Khsach Kandal,KH0803,Kandal,KH08,Cambodia,KH,25.66457748
Skuh,KH050710,,,,Samraong Tong,KH0507,Kampong Speu,KH05,Cambodia,KH,43.21983719
Sla,KH210710,,,,Samraong,KH2107,Takeo,KH21,Cambodia,KH,20.25385857
Sla Ket,KH020305,,,,Battambang,KH0203,Battambang,KH02,Cambodia,KH,7.664800644
Sla Kram,KH010803,,,,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,168.5223389
Sla Kram,KH171001,,,,Siem Reap,KH1710,Siemreap,KH17,Cambodia,KH,12.98358822
Slaeng Spean,KH171206,,,,Srei Snam,KH1712,Siemreap,KH17,Cambodia,KH,226.1733551
Smach Mean Chey,KH090401,,,,Khemara Phoumin,KH0904,Koh Kong,KH09,Cambodia,KH,57.37248993
Smaong,KH211011,,,,Treang,KH2110,Takeo,KH21,Cambodia,KH,15.33685589
Smaong Khang Cheung,KH140206,,,,Kamchay Mear,KH1402,Prey Veng,KH14,Cambodia,KH,75.67121887
Smaong Khang Tboung,KH140207,,,,Kamchay Mear,KH1402,Prey Veng,KH14,Cambodia,KH,70.32228088
Sna Ansa,KH150309,,,,Krakor,KH1503,Pursat,KH15,Cambodia,KH,87.65302277
Snam Krapeu,KH050310,,,,Kong Pisei,KH0503,Kampong Speu,KH05,Cambodia,KH,31.40820122
Snam Preah,KH150107,,,,Bakan,KH1501,Pursat,KH15,Cambodia,KH,209.0460663
Snao,KH210612,,,,Prey Kabbas,KH2106,Takeo,KH21,Cambodia,KH,24.25693893
Snaor,KH120913,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,14.44063187
Snay Anhchit,KH070403,,,,Chum Kiri,KH0704,Kampot,KH07,Cambodia,KH,58.53047562
Sngkat Sambuor,KH171008,,,,Siem Reap,KH1710,Siemreap,KH17,Cambodia,KH,27.22601318
Snoeng,KH020107,,,,Banan,KH0201,Battambang,KH02,Cambodia,KH,267.8187866
Snuol,KH100503,,,,Snuol,KH1005,Kratie,KH10,Cambodia,KH,182.1249084
Snuol,KH170608,,,,Kralanh,KH1706,Siemreap,KH17,Cambodia,KH,73.80292511
Sochet,KH060608,,,,Sandan,KH0606,Kampong Thom,KH06,Cambodia,KH,485.8579102
Soea,KH010211,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,188.7833557
Soengh,KH010507,,,,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,89.84137726
Soengh,KH210709,,,,Samraong,KH2107,Takeo,KH21,Cambodia,KH,31.19670486
Sokh Dom,KH110502,,,,Saen Monourom,KH1105,Mondul Kiri,KH11,Cambodia,KH,185.6473389
Sokh Sant,KH110204,,,,Kaoh Nheaek,KH1102,Mondul Kiri,KH11,Cambodia,KH,713.7385864
Sopoar Tep,KH050204,,,,Chbar Mon,KH0502,Kampong Speu,KH05,Cambodia,KH,7.718080997
Sou Young,KH060114,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,19.74902534
Soupheas,KH031512,,,,Stueng Trang,KH0315,Kampong Cham,KH03,Cambodia,KH,62.17066193
Souphi,KH010506,,,,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,77.89317322
Sour Kong,KH030711,,,,Kang Meas,KH0307,Kampong Cham,KH03,Cambodia,KH,42.72016144
Sour Phi,KH210211,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,11.46512508
Sour Saen,KH031310,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,17.77019119
Soutib,KH030308,,,,Cheung Prey,KH0303,Kampong Cham,KH03,Cambodia,KH,26.28334808
Spean Mean Chey,KH110503,,,,Saen Monourom,KH1105,Mondul Kiri,KH11,Cambodia,KH,93.7951889
Spean Sraeng,KH010304,,,,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,63.99157333
Spean Thma,KH120519,,,,Dangkao,KH1205,Phnom Penh,KH12,Cambodia,KH,7.841733932
Spean Tnaot,KH170412,,,,Chi Kraeng,KH1704,Siemreap,KH17,Cambodia,KH,193.0793152
Spueu,KH030205,,,,Chamkar Leu,KH0302,Kampong Cham,KH03,Cambodia,KH,31.04006004
Spueu Ka,KH140107,,,,Ba Phnum,KH1401,Prey Veng,KH14,Cambodia,KH,23.05151367
Spueu Kha,KH140108,,,,Ba Phnum,KH1401,Prey Veng,KH14,Cambodia,KH,29.42739296
Srae Ambel,KH090606,,,,Srae Ambel,KH0906,Koh Kong,KH09,Cambodia,KH,56.32275772
Srae Ampum,KH110403,,,,Pech Chreada,KH1104,Mondul Kiri,KH11,Cambodia,KH,177.5859833
Srae Angkrorng,KH160402,,,,Koun Mom,KH1604,Ratanak Kiri,KH16,Cambodia,KH,369.0479126
Srae Chaeng,KH070404,,,,Chum Kiri,KH0704,Kampot,KH07,Cambodia,KH,177.9738464
Srae Char,KH100504,,,,Snuol,KH1005,Kratie,KH10,Cambodia,KH,298.2093201
Srae Chea Khang Cheung,KH070506,,,,Dang Tong,KH0705,Kampot,KH07,Cambodia,KH,24.43806458
Srae Chea Khang Tboung,KH070507,,,,Dang Tong,KH0705,Kampot,KH07,Cambodia,KH,38.09680557
Srae Chhuk,KH110103,,,,Kaev Seima,KH1101,Mondul Kiri,KH11,Cambodia,KH,514.7264404
Srae Chis,KH100409,,,,Sambour,KH1004,Kratie,KH10,Cambodia,KH,451.1488953
Srae Huy,KH110205,,,,Kaoh Nheaek,KH1102,Mondul Kiri,KH11,Cambodia,KH,560.0532227
Srae Khtum,KH110104,,,,Kaev Seima,KH1101,Mondul Kiri,KH11,Cambodia,KH,325.1163635
Srae Khvav,KH170106,,,,Angkor Chum,KH1701,Siemreap,KH17,Cambodia,KH,104.7854538
Srae Knong,KH070405,,,,Chum Kiri,KH0704,Kampot,KH07,Cambodia,KH,63.45252228
Srae Kor,KH190106,,,,Sesan,KH1901,Stung Treng,KH19,Cambodia,KH,398.5180054
Srae Krasang,KH190207,,,,Siem Bouk,KH1902,Stung Treng,KH19,Cambodia,KH,107.5601196
Srae Nouy,KH171403,,,,Varin,KH1714,Siemreap,KH17,Cambodia,KH,507.5610657
Srae Preah,KH110105,,,,Kaev Seima,KH1101,Mondul Kiri,KH11,Cambodia,KH,440.8004456
Srae Ronoung,KH210911,,,,Tram Kak,KH2109,Takeo,KH21,Cambodia,KH,35.747715
Srae Ruessei,KH190510,,,,Thala Barivat,KH1905,Stung Treng,KH19,Cambodia,KH,144.7751312
Srae Sambour,KH190304,,,,Siem Pang,KH1903,Stung Treng,KH19,Cambodia,KH,700.8026123
Srae Samraong,KH070406,,,,Chum Kiri,KH0704,Kampot,KH07,Cambodia,KH,39.21396637
Srae Sangkum,KH110206,,,,Kaoh Nheaek,KH1102,Mondul Kiri,KH11,Cambodia,KH,702.1987305
Srae Sdok,KH150206,,,,Kandieng,KH1502,Pursat,KH15,Cambodia,KH,192.5625
Srae Thmei,KH040611,,,,Rolea B'ier,KH0406,Kampong Chhnang,KH04,Cambodia,KH,29.29784203
Sraeung,KH060504,,,,Prasat Sambour,KH0605,Kampong Thom,KH06,Cambodia,KH,192.5448303
Sragnae,KH031312,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,14.39033604
Srah Chak,KH120210,,,,Doun Penh,KH1202,Phnom Penh,KH12,Cambodia,KH,3.266287088
Srah Chik,KH010305,,,,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,85.90474701
Srah Reang,KH010212,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,32.96007919
Srah Ruessei,KH190402,,,,Stueng Traeng,KH1904,Stung Treng,KH19,Cambodia,KH,47.87254715
Srak,KH030613,,,,Kampong Siem,KH0306,Kampong Cham,KH03,Cambodia,KH,68.29014587
Sralab,KH250712,,,,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,81.4318161
Sralau,KH060115,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,159.6264648
Sramar,KH030309,,,,Cheung Prey,KH0303,Kampong Cham,KH03,Cambodia,KH,25.09578133
Sranal,KH170609,,,,Kralanh,KH1706,Siemreap,KH17,Cambodia,KH,100.7784195
Srang,KH050311,,,,Kong Pisei,KH0503,Kampong Speu,KH05,Cambodia,KH,74.33396912
Srangae,KH171010,,,,Siem Reap,KH1710,Siemreap,KH17,Cambodia,KH,37.15379715
Srangae,KH211012,,,,Treang,KH2110,Takeo,KH21,Cambodia,KH,27.13821411
Srayang,KH130406,,,,Kuleaen,KH1304,Preah Vihear,KH13,Cambodia,KH,1112.664063
Srayov,KH060310,,,,Stueng Saen,KH0603,Kampong Thom,KH06,Cambodia,KH,282.5927429
Sror Aem,KH130307,,,,Choam Ksant,KH1303,Preah Vihear,KH13,Cambodia,KH,629.046936
Stueng Chhay,KH180404,,,,Kampong Seila,KH1804,Preah Sihanouk,KH18,Cambodia,KH,87.34619141
Stueng Kach,KH240203,,,,Sala Krau,KH2402,Pailin,KH24,Cambodia,KH,112.3468475
Stueng Kaev,KH070715,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,101.6632919
Stueng Mean Chey,KH120601,,,,Mean Chey,KH1206,Phnom Penh,KH12,Cambodia,KH,11.30008793
Stueng Traeng,KH190401,,,,Stueng Traeng,KH1904,Stung Treng,KH19,Cambodia,KH,74.21183014
Stueng Trang,KH240202,,,,Sala Krau,KH2402,Pailin,KH24,Cambodia,KH,149.4716949
Stueng Veaeng,KH090403,,,,Khemara Phoumin,KH0904,Koh Kong,KH09,Cambodia,KH,41.03968048
Sung,KH020904,,,,Samlout,KH0209,Battambang,KH02,Cambodia,KH,128.3294983
Suong,KH250601,,,,Suong,KH2506,Tboung Khmum,KH25,Cambodia,KH,38.06585693
Svay,KH040706,,,,Sameakki Mean Chey,KH0407,Kampong Chhnang,KH04,Cambodia,KH,39.1460495
Svay Ampear,KH080711,,,,Mukh Kampul,KH0807,Kandal,KH08,Cambodia,KH,20.39908981
Svay Angk,KH200513,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,21.78826141
Svay Antor,KH141310,,,,Svay Antor,KH1413,Prey Veng,KH14,Cambodia,KH,32.99057388
Svay At,KH150507,,,,Pursat,KH1505,Pursat,KH15,Cambodia,KH,10.7304678
Svay Chacheb,KH050110,,,,Basedth,KH0501,Kampong Speu,KH05,Cambodia,KH,63.1009903
Svay Chek,KH010804,,,,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,210.3054962
Svay Chek,KH170204,,,,Angkor Thum,KH1702,Siemreap,KH17,Cambodia,KH,42.69202042
Svay Chek,KH200309,,,,Rumduol,KH2003,Svay Rieng,KH20,Cambodia,KH,31.47208023
Svay Chreah,KH100505,,,,Snuol,KH1005,Kratie,KH10,Cambodia,KH,748.8041992
Svay Chrum,KH040612,,,,Rolea B'ier,KH0406,Kampong Chhnang,KH04,Cambodia,KH,85.32456207
Svay Chrum,KH080315,,,,Khsach Kandal,KH0803,Kandal,KH08,Cambodia,KH,18.95849609
Svay Chrum,KH140507,,,,Me Sang,KH1405,Prey Veng,KH14,Cambodia,KH,85.75947571
Svay Chrum,KH200514,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,12.85672665
Svay Chuk,KH040707,,,,Sameakki Mean Chey,KH0407,Kampong Chhnang,KH04,Cambodia,KH,116.0717545
Svay Dankum,KH171002,,,,Siem Reap,KH1710,Siemreap,KH17,Cambodia,KH,40.37695694
Svay Doun Kaev,KH150108,,,,Bakan,KH1501,Pursat,KH15,Cambodia,KH,29.53442001
Svay Khleang,KH250210,,,,Krouch Chhmar,KH2502,Tboung Khmum,KH25,Cambodia,KH,45.20590973
Svay Khsach Phnum,KH031413,,,,Srei Santhor,KH0314,Kampong Cham,KH03,Cambodia,KH,13.99555206
Svay Kravan,KH050205,,,,Chbar Mon,KH0502,Kampong Speu,KH05,Cambodia,KH,15.46567059
Svay Leu,KH171304,,,,Svay Leu,KH1713,Siemreap,KH17,Cambodia,KH,279.3612671
Svay Luong,KH150207,,,,Kandieng,KH1502,Pursat,KH15,Cambodia,KH,25.26335907
Svay Pak,KH120703,,,,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,3.683344841
Svay Phleung,KH060116,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,26.83990097
Svay Phluoh,KH140610,,,,Peam Chor,KH1406,Prey Veng,KH14,Cambodia,KH,35.15380096
Svay Por,KH020310,,,,Battambang,KH0203,Battambang,KH02,Cambodia,KH,2.181438684
Svay Pou,KH031412,,,,Srei Santhor,KH0314,Kampong Cham,KH03,Cambodia,KH,22.5452404
Svay Prateal,KH081012,,,,S'ang,KH0810,Kandal,KH08,Cambodia,KH,33.9174614
Svay Rieng,KH200601,,,,Svay Rieng,KH2006,Svay Rieng,KH20,Cambodia,KH,5.462973595
Svay Rolum,KH081013,,,,S'ang,KH0810,Kandal,KH08,Cambodia,KH,17.52664185
Svay Romiet,KH080316,,,,Khsach Kandal,KH0803,Kandal,KH08,Cambodia,KH,14.1432333
Svay Rumpear,KH040408,,,,Kampong Leaeng,KH0404,Kampong Chhnang,KH04,Cambodia,KH,77.30728912
Svay Rumpear,KH050114,,,,Basedth,KH0501,Kampong Speu,KH05,Cambodia,KH,24.31634712
Svay Rumpear,KH200711,,,,Svay Teab,KH2007,Svay Rieng,KH20,Cambodia,KH,25.70269585
Svay Sa,KH150310,,,,Krakor,KH1503,Pursat,KH15,Cambodia,KH,195.9093933
Svay Sa,KH171404,,,,Varin,KH1714,Siemreap,KH17,Cambodia,KH,88.99264526
Svay Ta Yean,KH200209,,,,Kampong Rou,KH2002,Svay Rieng,KH20,Cambodia,KH,44.45615387
Svay Teab,KH030206,,,,Chamkar Leu,KH0302,Kampong Cham,KH03,Cambodia,KH,86.0617981
Svay Thum,KH200515,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,42.23354721
Svay Toea,KH200606,,,,Svay Rieng,KH2006,Svay Rieng,KH20,Cambodia,KH,21.58784866
Svay Tong Khang Cheung,KH070615,,,,Kampong Trach,KH0706,Kampot,KH07,Cambodia,KH,17.67554855
Svay Tong Khang Tboung,KH070616,,,,Kampong Trach,KH0706,Kampot,KH07,Cambodia,KH,13.58452797
Svay Yea,KH200516,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,37.58089066
Sya,KH150208,,,,Kandieng,KH1502,Pursat,KH15,Cambodia,KH,106.5298538
Ta Aek,KH080317,,,,Khsach Kandal,KH0803,Kandal,KH08,Cambodia,KH,13.73409367
Ta An,KH170610,,,,Kralanh,KH1706,Siemreap,KH17,Cambodia,KH,24.31983566
Ta Ang,KH160403,,,,Koun Mom,KH1604,Ratanak Kiri,KH16,Cambodia,KH,161.9657288
Ta Baen,KH010805,,,,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,27.19267273
Ta Ches,KH040509,,,,Kampong Tralach,KH0405,Kampong Chhnang,KH04,Cambodia,KH,53.19509125
Ta Kao,KH141105,,,,Pur Rieng,KH1411,Prey Veng,KH14,Cambodia,KH,33.71912766
Ta Kdol,KH081101,,,,Ta Khmau,KH0811,Kandal,KH08,Cambodia,KH,2.387669563
Ta Khmao,KH081104,,,,Ta Khmau,KH0811,Kandal,KH08,Cambodia,KH,9.910517693
Ta Kong,KH010906,,,,Malai,KH0109,Banteay Meanchey,KH01,Cambodia,KH,133.5251007
Ta Kream,KH020108,,,,Banan,KH0201,Battambang,KH02,Cambodia,KH,229.3506165
Ta Krei,KH021206,,,,Kamrieng,KH0212,Battambang,KH02,Cambodia,KH,171.7702637
Ta Lam,KH010213,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,36.90700531
Ta Lat,KH190107,,,,Sesan,KH1901,Stung Treng,KH19,Cambodia,KH,523.2334595
Ta Lav,KH160104,,,,Andoung Meas,KH1601,Ratanak Kiri,KH16,Cambodia,KH,201.4813538
Ta Loas,KH020606,,,,Moung Ruessei,KH0206,Battambang,KH02,Cambodia,KH,136.0234222
Ta Lon,KH081014,,,,S'ang,KH0810,Kandal,KH08,Cambodia,KH,30.59900856
Ta Lou,KH150109,,,,Bakan,KH1501,Pursat,KH15,Cambodia,KH,305.1796875
Ta Mao,KH100308,,,,Prek Prasab,KH1003,Kratie,KH10,Cambodia,KH,123.3193588
Ta Meun,KH020202,,,,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,119.0582428
Ta Noun,KH090103,,,,Botum Sakor,KH0901,Koh Kong,KH09,Cambodia,KH,266.5697937
Ta Ong,KH030207,,,,Chamkar Leu,KH0302,Kampong Cham,KH03,Cambodia,KH,136.3314056
Ta Ou,KH210412,,,,Kiri Vong,KH2104,Takeo,KH21,Cambodia,KH,46.72964478
Ta Phem,KH210912,,,,Tram Kak,KH2109,Takeo,KH21,Cambodia,KH,31.33242989
Ta Phou,KH010806,,,,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,80.00415039
Ta Pon,KH020803,,,,Sangkae,KH0208,Battambang,KH02,Cambodia,KH,191.2732544
Ta Prok,KH030208,,,,Chamkar Leu,KH0302,Kampong Cham,KH03,Cambodia,KH,17.5225563
Ta Pung,KH020201,,,,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,108.1377182
Ta Saen,KH021205,,,,Kamrieng,KH0212,Battambang,KH02,Cambodia,KH,83.99834442
Ta Sal,KH050405,,,,Aoral,KH0504,Kampong Speu,KH05,Cambodia,KH,1297.453613
Ta Sanh,KH020907,,,,Samlout,KH0209,Battambang,KH02,Cambodia,KH,218.2166443
Ta Saom,KH170107,,,,Angkor Chum,KH1701,Siemreap,KH17,Cambodia,KH,48.14040375
Ta Sda,KH021003,,,,Sampov Lun,KH0210,Battambang,KH02,Cambodia,KH,70.83503723
Ta Siem,KH171305,,,,Svay Leu,KH1713,Siemreap,KH17,Cambodia,KH,396.7187805
Ta Suos,KH200505,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,40.57247543
Ta Tai Kraom,KH090303,,,,Kaoh Kong,KH0903,Koh Kong,KH09,Cambodia,KH,201.2720337
Ta Taok,KH020901,,,,Samlout,KH0209,Battambang,KH02,Cambodia,KH,178.8277588
Ta Tey Leu,KH090701,,,,Thma Bang,KH0907,Koh Kong,KH09,Cambodia,KH,1780.699097
Ta Veaeng Kraom,KH160802,,,,Ta Veaeng,KH1608,Ratanak Kiri,KH16,Cambodia,KH,557.8656006
Ta Veaeng Leu,KH160801,,,,Ta Veaeng,KH1608,Ratanak Kiri,KH16,Cambodia,KH,1713.272949
Ta Yaek,KH171110,,,,Soutr Nikom,KH1711,Siemreap,KH17,Cambodia,KH,83.06163788
Takaen,KH070302,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,376.5522461
Tang Doung,KH210212,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,20.22662735
Tang Krang,KH030109,,,,Batheay,KH0301,Kampong Cham,KH03,Cambodia,KH,37.69452667
Tang Krasang,KH030110,,,,Batheay,KH0301,Kampong Cham,KH03,Cambodia,KH,42.93652725
Tang Krasang,KH040807,,,,Tuek Phos,KH0408,Kampong Chhnang,KH04,Cambodia,KH,131.0312653
Tang Krasang,KH060708,,,,Santuk,KH0607,Kampong Thom,KH06,Cambodia,KH,51.86421204
Tang Krasau,KH060505,,,,Prasat Sambour,KH0605,Kampong Thom,KH06,Cambodia,KH,143.7422943
Tang Krouch,KH050711,,,,Samraong Tong,KH0507,Kampong Speu,KH05,Cambodia,KH,40.39867783
Tang Samraong,KH050610,,,,Phnum Sruoch,KH0506,Kampong Speu,KH05,Cambodia,KH,133.7009583
Tang Sya,KH050611,,,,Phnum Sruoch,KH0506,Kampong Speu,KH05,Cambodia,KH,55.77288437
Tang Yab,KH210613,,,,Prey Kabbas,KH2106,Takeo,KH21,Cambodia,KH,17.95018387
Tani,KH070111,,,,Angkor Chey,KH0701,Kampot,KH07,Cambodia,KH,39.98503113
Tasu,KH130102,,,,Chey Saen,KH1301,Preah Vihear,KH13,Cambodia,KH,143.33992
Tbaeng,KH060208,,,,Kampong Svay,KH0602,Kampong Thom,KH06,Cambodia,KH,141.6721802
Tbaeng,KH080125,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,22.52619553
Tbaeng,KH170306,,,,Banteay Srei,KH1703,Siemreap,KH17,Cambodia,KH,143.1177673
Tbaeng Khpos,KH040708,,,,Sameakki Mean Chey,KH0407,Kampong Chhnang,KH04,Cambodia,KH,70.39582062
Tboung Krapeu,KH060710,,,,Santuk,KH0607,Kampong Thom,KH06,Cambodia,KH,36.28086472
Tean Kam,KH010407,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,59.74986267
Teun,KH160404,,,,Koun Mom,KH1604,Ratanak Kiri,KH16,Cambodia,KH,302.0705566
Thala Barivat,KH190511,,,,Thala Barivat,KH1905,Stung Treng,KH19,Cambodia,KH,88.73667145
Theay,KH140109,,,,Ba Phnum,KH1401,Prey Veng,KH14,Cambodia,KH,38.80057526
Thipakdei,KH021301,,,,Koas Krala,KH0213,Battambang,KH02,Cambodia,KH,132.3365936
Thkov,KH140313,,,,Kampong Trabaek,KH1403,Prey Veng,KH14,Cambodia,KH,29.61895943
Thlat,KH220105,,,,Anlong Veaeng,KH2201,Oddar Meanchey,KH22,Cambodia,KH,211.1643982
Thlea Prachum,KH210506,,,,Kaoh Andaet,KH2105,Takeo,KH21,Cambodia,KH,33.68599319
Thlok,KH200517,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,19.54923439
Thlok,KH211013,,,,Treang,KH2110,Takeo,KH21,Cambodia,KH,48.41818619
Thlok Vien,KH040709,,,,Sameakki Mean Chey,KH0407,Kampong Chhnang,KH04,Cambodia,KH,39.67826462
Thma Andaeuk,KH100608,,,,Chetr Borei,KH1006,Kratie,KH10,Cambodia,KH,57.8147583
Thma Da,KH150605,,,,Veal Veaeng,KH1506,Pursat,KH15,Cambodia,KH,806.0599976
Thma Doun Pov,KH090706,,,,Thma Bang,KH0907,Koh Kong,KH09,Cambodia,KH,507.1827698
Thma Edth,KH040510,,,,Kampong Tralach,KH0405,Kampong Chhnang,KH04,Cambodia,KH,34.00470352
Thma Kor,KH080614,,,,Lvea Aem,KH0806,Kandal,KH08,Cambodia,KH,11.39292622
Thma Kreae,KH100609,,,,Chetr Borei,KH1006,Kratie,KH10,Cambodia,KH,18.59094429
Thma Pech,KH250713,,,,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,82.58015442
Thma Pun,KH031313,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,31.7875309
Thma Pun,KH140407,,,,Kanhchriech,KH1404,Prey Veng,KH14,Cambodia,KH,36.21100998
Thma Puok,KH010704,,,,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,133.0229187
Thma Sa,KH090104,,,,Botum Sakor,KH0901,Koh Kong,KH09,Cambodia,KH,242.7063141
Thmea,KH130105,,,,Chey Saen,KH1301,Preah Vihear,KH13,Cambodia,KH,352.5534363
Thmea,KH200302,,,,Rumduol,KH2003,Svay Rieng,KH20,Cambodia,KH,19.53886223
